No,인증구분,인증기관,건물구분,건물용도,지역,주소,건물명,신청업체명,연면적,인증등급,인증일자,인증취소일자
238,예비인증,한국녹색기후기술원,주거용 이외,노유자시설,대구,대구 중구 공평로4길 24-7,대구 중구시니어클럽 신축공사,대구광역시 중구청,1510.70,4,2025.09.18,-
239,예비인증,한국부동산원,주거용 이외,업무시설,강원,"강원특별자치도 태백시 황지동 , 212-1, 621-209",태백소방서(신축),강원특별자치도청,3894.07,4,2025.09.17,-
240,예비인증,한국부동산원,주거용 이외,운동시설,경남,"경상남도 밀양시 부북면 감천리 261-5, 일원",밀양나노국가산업단지 국민체육센터,밀양시,3125.46,3,2025.09.17,-
241,예비인증,한국생산성본부인증원,주거용 이외,제2종 근린생활시설,전남,전남 진도군 고군면 진도대로 30,고군농공단지 청년문화센터,진도군청,1264.09,4,2025.09.17,-
242,예비인증,한국환경건축연구원,주거용 이외,제2종 근린생활시설,충남,"충청남도 논산시 연무읍 황화정리 일반 859-44, 외 8필지",선샤인랜드 복합문화공간,논산시청,856.12,5,2025.09.17,-
243,예비인증,한국생산성본부인증원,주거용 이외,국방·군사시설,경기,"경기도 성남시  분당구 율동  일반 222, 외 1필지(산 22)", 24-D-00부대(B553) 의무사 간부숙소,국방시설본부,3443.57,4,2025.09.17,-
244,예비인증,한국건설생활환경시험연구원,주거용 이외,제1종 근린생활시설,부산,경북 포항시 남구 오천읍 남원로 43,포항 도농공감활력센터,포항시청,654.49,5,2025.09.17,-
245,예비인증,한국녹색기후기술원,주거용 이외,제1종 근린생활시설,서울,"서울특별시 성동구 용답동  일반 228-5, ",서울용답동우체국,서울지방우정청,553.06,5,2025.09.17,-
246,본인증,한국녹색기후기술원,주거용 이외,교육연구시설,세종,"세종특별자치시 세종시 집현동  789-7, ",수자원 위성센터,한국수자원공사,3191.45,5,2025.09.16,-
247,예비인증,한국부동산원,주거용 이외,문화 및 집회시설,강원,"강원특별자치도 원주시 태장동  일반, 1191번지 일원(캠프롱 문화체육공원 내)",태장복합체육센터 조성사업,원주시청,7256.45,4,2025.09.16,-
248,예비인증,한국생산성본부인증원,주거용 이외,숙박시설,충남,"충청남도 부여군 은산면 가중리 일반 562, 충청남도 부여군 은산면 가중리 562번지",부여군 은산산업단지 근로자 공동기숙사,충청남도 부여군,752.22,3,2025.09.16,-
249,예비인증,한국환경건축연구원,주거용 이외,국방·군사시설,경기,"경기도 양주시 남면 매곡리 186-6, 일원",24D 00부대 설계용역(B524) 실내체육관 신축(1군단 1포병여단 2포병단),국방시설본부,1016.40,5,2025.09.16,-
250,예비인증,한국환경건축연구원,주거용 이외,국방·군사시설,경기,"경기도 파주시 적성면 어유지리 15, 일원",24D 00부대 설계용역(B524) 실내체육관 신축(25사단 71여단본부),국방시설본부,990.00,5,2025.09.16,-
251,예비인증,한국환경건축연구원,주거용 이외,국방·군사시설,경기,"경기도 양주시 봉양동  일반 705-1, 일원",24D 00부대 설계용역(B524) 실내체육관 신축(7군단 8사단 60여단본부),국방시설본부,1871.60,5,2025.09.16,-
252,예비인증,한국환경건축연구원,주거용 이외,국방·군사시설,경기,"경기도 파주시 법원읍 웅담리 일반 426-1, 일원",24D 00부대 설계용역(B524) 실내체육관 신축(25사단 72여단본부),국방시설본부,1870.00,5,2025.09.16,-
253,예비인증,한국환경건축연구원,주거용 이외,교육연구시설,울산,"울산광역시 중구 복산동  일반 681, 번지 일원(우정혁신지구내)",영남권 숙련기술진흥원 건립공사,한국산업인력공단 글로벌숙련기술진흥원,7807.52,4,2025.09.16,-
254,예비인증,한국녹색기후기술원,주거용 이외,업무시설,서울,"서울특별시 은평구 응암동  768-1,  ",응암제2동 복합문화센터,은평구청,3382.25,3,2025.09.16,-
255,예비인증,한국건설생활환경시험연구원,주거용 이외,운동시설,경남,"경상남도 의령군 부림면 신반리, 897~903, 905",부림 신반체육공원 조성사업(운동시설),의령군청,731.28,5,2025.09.15,-
256,예비인증,한국녹색기후기술원,주거용 이외,교육연구시설,전남,전남 여수시 돌산읍 강남로 20,수산물 안전센터 건립사업,여수시(산업지원과),899.49,4,2025.09.15,-
257,예비인증,한국녹색기후기술원,주거용 이외,교육연구시설,전북,전북특별자치도 남원시 광천북길 229-11,남원여고 본관동 그린스마트스쿨,전북특별자치도남원교육지원청,3857.04,4,2025.09.12,-
258,예비인증,한국환경건축연구원,주거용 이외,관광 휴게시설,경남,경남 사천시 용현면 사천대교로 75-63,사천시 선상지 테마 관광명소 조성사업,사천시청,1262.64,4,2025.09.12,-
259,예비인증,한국건설생활환경시험연구원,주거용 이외,문화 및 집회시설,경남,"경상남도 창원시  의창구 사림동  168-3, ",사림동 예식장 신축공사,주식회사 세명홀딩스,8633.77,5,2025.09.12,-
260,예비인증,한국건설생활환경시험연구원,주거용 이외,제1종 근린생활시설,전남,"전라남도 보성군 미력면 도개리 일반 954-1, 번지",미력 농공단지 청년문화센터(비주거),보성군청,1359.90,5,2025.09.12,-
261,예비인증,한국녹색기후기술원,주거용 이외,제1종 근린생활시설,전남,전남 광양시 수동3길 18,골약동 다목적회관 건립사업,광양시청,627.33,3,2025.09.12,-
262,예비인증,한국녹색기후기술원,주거용 이외,제2종 근린생활시설,대전,"대전광역시 동구 효동  152-10, 일대",대전광역시 동구 천동3구역 IV-3구역 신축공사,(주)해성종합개발,5140.86,5,2025.09.12,-
263,예비인증,한국건설생활환경시험연구원,주거용 이외,교육연구시설,인천,"인천광역시 부평구 십정동  일반 186-519, 외 1필지",부평서중ㆍ서여중 통합 및 공간재구조화 증개축공사,인천광역시북부교육지원청,9995.95,4,2025.09.12,-
264,예비인증,한국건설생활환경시험연구원,주거용 이외,제1종 근린생활시설,부산,"부산광역시 해운대구 반여동  1602-3, 번지, 1602-4번지",부산광역시 해운대구 반여 문화놀이터 신축공사,해운대구청,705.6,5,2025.09.12,-
265,예비인증,한국녹색기후기술원,주거용 이외,제1종 근린생활시설,서울,"서울특별시 강동구 길동  일반 27, ",길동파출소,서울경찰청,512.49,4,2025.09.12,-
266,예비인증,한국환경건축연구원,주거용 이외,제1종 근린생활시설,전북,전북특별자치도 부안군 진서면 청자로 926,진서면 청사,부안군청,983.53,4,2025.09.11,-
267,예비인증,한국환경건축연구원,주거용 이외,국방·군사시설,경기,"경기도 포천시 자작동  일반 351-1, 등 4필지",5군단 15항공단 201항공대대 행정동,국방시설본부,2320.17,5,2025.09.11,-
268,예비인증,한국환경건축연구원,주거용 이외,국방·군사시설,경기,"경기도 포천시 자작동  일반 351-1, 등 4필지",5군단 15항공단 본부 행정동,국방시설본부,1572.61,5,2025.09.11,-
269,예비인증,한국생산성본부인증원,주거용 이외,제2종 근린생활시설,광주,광주 서구 유림로50번길 1,푸른길정형외과,(주)케이앤제이,3839.88,5,2025.09.11,-
270,예비인증,한국환경건축연구원,주거용 이외,노유자시설,인천,"인천광역시 미추홀구 주안동  일반 20  -1   , ",주안동 노인복지센터 증축,롯데쇼핑,3309.28,4,2025.09.11,-
271,예비인증,한국교육녹색환경연구원,주거용 이외,교육연구시설,전북,전북특별자치도 전주시 완산구 홍산로 111,구암초 후관동 그린스마트스쿨 증축공사,전북특별자치도 군산교육지원청,4910.40,4,2025.09.10,-
272,예비인증,한국환경건축연구원,주거용 이외,노유자시설,제주,"제주특별자치도 서귀포시 대정읍 상모리 일반 2123, 외 2필지",우명창 노인복지관(서부권역) 건립사업,제주특별자치도서귀포시노인복지과,1240.98,3,2025.09.10,-
273,예비인증,한국녹색기후기술원,주거용 이외,노유자시설,경남,"경상남도 합천군 합천읍 합천리 일반 377-5, ",합천읍 농촌중심지활성화사업 아이좋아플랫폼,합천군청,1682.83,4,2025.09.10,-
274,예비인증,한국환경건축연구원,주거용 이외,관광 휴게시설,전남,"전라남도 진도군 지산면 가학리 산 28-1, 외 3필지",세방낙조 아트문화 관광명소 조성사업,진도군청,3510.83,+,2025.09.10,-
275,예비인증,한국부동산원,주거용 이외,제1종 근린생활시설,충남,"충청남도 청양군 운곡면 신대리 607-11, 외 4필지",운곡면 기초생활거점조성사업,청양군,655.94,4,2025.09.10,-
276,예비인증,한국환경건축연구원,주거용 이외,제1종 근린생활시설,충북,"충청북도 청주시  서원구 모충동  일반 246-1, ",모충동 드림플래닛 조성사업,청주시청,2262.04,4,2025.09.10,-
277,예비인증,한국부동산원,주거용 이외,제1종 근린생활시설,광주,"광주광역시 광산구 장덕동  일반, 1303번지",POST TOWER 광주수완,우정사업조달센터,35677.09,5,2025.09.10,-
278,예비인증,한국녹색기후기술원,주거용 이외,노유자시설,인천,"인천광역시 옹진군 영흥면 내리 일반 202-1, 외 2필지 (202-2, 203-4)",옹진군 노인복지관,옹진군청,1288.97,4,2025.09.10,-
279,본인증,한국생산성본부인증원,주거용 이외,업무시설,대구,"대구광역시 달성군 유가읍 쌍계리 일반, ",대구 공공시설,(주)대아건설,0,4,2025.09.09,-
280,예비인증,한국생산성본부인증원,주거용 이외,문화 및 집회시설,전북,전북특별자치도 전주시 덕진구 기린대로 451,전주전시컨벤션센터,전주시청,83179.21,4,2025.09.09,-
281,예비인증,한국교육녹색환경연구원,주거용 이외,교육연구시설,충북,"충청북도 충주시 용탄동  일반 87, 외 4필지",친환경 미생물 배양시설,충청북도청,810.58,5,2025.09.09,-
282,본인증,한국녹색기후기술원,주거용 이외,교육연구시설,경북,경북 경산시 남산면 하대2길 32-7,경북온라인학교,경상북도교육청,837.40,3,2025.09.08,-
283,예비인증,한국녹색기후기술원,주거용 이외,공장,전북,"전북특별자치도 남원시 노암동  일반 867-3, 번지, (노암 제3농공단지)",(가칭)남원 천연물 바이오소재 융합센터,남원시청,3183.44,5,2025.09.08,-
284,예비인증,한국부동산원,주거용 이외,문화 및 집회시설,경북,"경상북도 경산시 계양동  602-15, 일원",경산 상방공원 민간공원조성 특례사업 문화예술회관,상방공원피에프브이,9664.86,4,2025.09.08,-
285,본인증,한국환경건축연구원,주거용 이외,숙박시설,전북,"전북특별자치도 임실군 오수면 금암리 일반 468-1, 외 16필지",전라북도 국제양궁장 전지훈련센터,임실군청,1217.72,4,2025.09.05,-
286,본인증,한국생산성본부인증원,주거용 이외,업무시설,충남,충남 청양군 청양읍 칠갑산로4길 25-7,청양군 다목적회관,청양군,2457.67,4,2025.09.05,-
287,예비인증,한국녹색기후기술원,주거용 이외,교육연구시설,전북,전북특별자치도 군산시 팔마로 177,군산고등학교 과학관 및 음악관,전북특별자치도 군산교육지원청,3621.08,4,2025.09.05,-
288,예비인증,한국환경건축연구원,주거용 이외,교육연구시설,전북,"전북특별자치도 익산시 함열읍 다송리 일반 844-7, ",익산 교통안전체험교육센터 건립사업 ,한국교통안전공단,2542.24,4,2025.09.05,-
289,예비인증,한국녹색기후기술원,주거용 이외,업무시설,경북,"경상북도 울진군 기성면 정명리 162-1, 외 18필지",국립동해안 산불방지센터,남부지방산림청,1674.34,1,2025.09.05,-
290,예비인증,한국녹색기후기술원,주거용 이외,국방·군사시설,충남,"충청남도 천안시  서북구 성환읍 학정리 일반 877, 외 2필지",제3탄약창 취사식당,국방시설본부 충청시설단,984.13,4,2025.09.05,-
291,예비인증,한국건설생활환경시험연구원,주거용 이외,운동시설,충북,충북 청주시 서원구 구룡산로 10,서원 국민체육센터 ,청주시청,3285.86,4,2025.09.05,-
292,예비인증,한국건설생활환경시험연구원,주거용 이외,업무시설,경기,"경기도 성남시  중원구 여수동  374, ",여수동 보훈회관,성남시청,5293.63,4,2025.09.05,-
293,예비인증,한국건설생활환경시험연구원,주거용 이외,문화 및 집회시설,대전,대전 유성구 대덕대로 481,복합과학체험랜드조성사업,국립중앙과학관,10002.05,4,2025.09.05,-
294,예비인증,한국녹색기후기술원,주거용 이외,노유자시설,전북,전북특별자치도 부안군 변산면 지서1길 11,부안 학교복합시설(변산 돌봄문화센터),부안군청,2388.89,4,2025.09.04,-
295,예비인증,한국부동산원,주거용 이외,국방·군사시설,강원,"강원특별자치도 동해시 용정동 , 및 송정동 일대",24-N-해상작전헬기 2차 시설사업(3001) B지역  지원시설,국방시설본부,3826.73,5,2025.09.04,-
296,예비인증,한국부동산원,주거용 이외,국방·군사시설,강원,"강원특별자치도 동해시 용정동 , 및 송정동 일대",24-N-해상작전헬기 2차 시설사업(3001) A지역 정비고,국방시설본부,5359.65,5,2025.09.04,-
297,예비인증,한국부동산원,주거용 이외,국방·군사시설,강원,"강원특별자치도 동해시 용정동 , 및 송정동 일대",24-N-해상작전헬기 2차 시설사업(3001) A지역 통합본관,국방시설본부,3307.89,5,2025.09.04,-
298,예비인증,한국환경건축연구원,주거용 이외,제1종 근린생활시설,경북,"경상북도 김천시 신음동  일반 200-22, (전) 외 3필지",김천시 농촌신활력플러스사업 웰라이프 파밍필드	,한국농어촌공사 경북지역본부,807.65,5,2025.09.03,-
299,예비인증,한국부동산원,주거용 이외,노유자시설,충남,"충청남도 홍성군 장곡면 도산리 511, ",홍성군 농촌돌봄마을 (면소재지 거점),홍성군청,2668.31,4,2025.09.03,-
300,예비인증,한국부동산원,주거용 이외,자동차 관련 시설,경기,"경기도 남양주시 별내동  일반 982, (별내역사 후면 주차장16)",별내역 환승시설(주차장),한국토지주택공사,8885.39,1,2025.09.03,-
301,예비인증,한국부동산원,주거용 이외,업무시설,서울,"서울특별시 중구 을지로3가  일반 5-1, 일원",을지로3가구역 제9지구 업무시설,주식회사을지로나인피에프브이,27675.939,5,2025.09.03,-
302,예비인증,한국녹색기후기술원,주거용 이외,제1종 근린생활시설,경남,경남 밀양시 청도면 청도로 100,경상남도 밀양시 청도면 어울림 복합센터 건립사업,밀양시청,1389.53,5,2025.09.02,-
303,예비인증,한국건설생활환경시험연구원,주거용 이외,수련시설,대구,"대구광역시 동구 괴전동  일반 2, 외 41필지",국립청소년 진로직업체험수련원,여성가족부,10261.37,4,2025.09.02,-
304,예비인증,한국교육녹색환경연구원,주거용,"임대주택(영구, 국민, 공공)",경남,"경상남도 하동군 하동읍 비파리 일반 313-7, 외 3필지",하동 청년타운,하동군청,2524.53,5,2025.09.02,-
305,예비인증,한국환경건축연구원,주거용,공동주택,경기,"경기도 수원시  권선구 당수동 , 440전 일원(수원당수 공공주택지구 내 B-2BL)",수원당수 B-2BL 공공주택 건설사업,한국토지주택공사,52482.78,5,2025.09.02,-
306,예비인증,한국부동산원,주거용 이외,제1종 근린생활시설,충남,"충청남도 홍성군 장곡면 천태리 630-5, ",홍성군 농촌돌봄마을 (반계 거점),홍성군청,1191.93,4,2025.09.01,-
307,예비인증,한국녹색기후기술원,주거용 이외,노유자시설,충북,"충청북도 청주시  흥덕구 신봉동  일반 500-번, 외 4필지 (500-2, 500-4,526-1,526-5) ",장애인 디지털 빌리지,청주시청(장애인복지과),966.69,4,2025.09.01,-
308,예비인증,한국부동산원,주거용 이외,교육연구시설,인천,인천 미추홀구 도화동 272,제물포 영스퀘어,인천도시공사,9552.45,4,2025.09.01,-
309,예비인증,한국녹색기후기술원,주거용 이외,교육연구시설,대구,대구 수성구 달구벌대로 2552,제이제이타워 신축공사,주식회사 제이제이리테일,6003.66,5,2025.09.01,-
310,예비인증,한국녹색기후기술원,주거용 이외,업무시설,경기,경기 수원시 팔달구 인계로124번길 41-12,"수원시 팔달구 인계동 1041-7,8 오피스텔 신축공사 ",주식회사 하이안종합건설,8319.988,5,2025.08.29,-
311,본인증,한국녹색기후기술원,주거용 이외,문화 및 집회시설,강원,"강원특별자치도 평창군 대관령면 횡계리 일반 707, 710",평창ICT센터,평창군청,4233.68,4,2025.08.28,-
312,예비인증,한국녹색기후기술원,주거용 이외,묘지 관련 시설,경남,"경상남도 거창군 남하면 대야리 일반 1228-46, 외 13필지",거창군 화장시설,거창군청,2992.07,4,2025.08.28,-
313,예비인증,한국녹색기후기술원,주거용 이외,교육연구시설,경북,경북 안동시 경동로 1375,국립경국대학교 동물백신 실증센터 신축공사,국립경국대학교,1289.77,3,2025.08.28,-
314,예비인증,한국녹색기후기술원,주거용 이외,공장,경북,"경상북도 안동시 풍산읍 매곡리 일반, 경북바이오2차 일반산업단지 1166",안동 바이오·백신 오픈이노베이션센터,안동시청,4061.61,5,2025.08.28,-
315,예비인증,한국생산성본부인증원,주거용 이외,노유자시설,충남,"충청남도 아산시 둔포면 둔포리 111 -6   , 외 5필지",북부권 키즈앤맘센터 건립사업,아산시청,2310.68,3,2025.08.28,-
316,예비인증,한국환경건축연구원,주거용 이외,교육연구시설,충남,"충청남도 서천군 장항읍 옥남리 일반, 1044번지",해양바이오 인증지원센터,서천군청,3912.06,2,2025.08.28,-
317,예비인증,한국환경건축연구원,주거용 이외,문화 및 집회시설,충북,"충청북도 청주시  흥덕구 석소동  일반 130-1, 번지 일원",청주 다목적 실내체육관 건립사업,청주시청,16978.59,4,2025.08.28,-
318,예비인증,한국생산성본부인증원,주거용 이외,국방·군사시설,대전,"대전광역시 유성구 수남동  일반 111, 외 368 필지",국방우주분석실험동,국방과학연구소,3078.11,5,2025.08.28,-
319,예비인증,한국녹색기후기술원,주거용 이외,교육연구시설,대전,"대전광역시 유성구 구성동  일반 23, 외 11필지",KAIST 양자팹 연구동,한국과학기술원(KAIST),2497.51,2,2025.08.28,-
320,예비인증,한국녹색기후기술원,주거용 이외,노유자시설,대전,"대전광역시 중구 선화동  일반 381-108, 번지 외 18필지",청소년종합복지센터(공공통합실내놀이터)건립 공사,대전광역시 중구청,3966.26,4,2025.08.28,-
321,예비인증,한국부동산원,주거용,공동주택,경기,"경기도 평택시 고덕동  2690-1, 고덕국제화계획지구 내 A-56BL",평택고덕 A-56BL 민간참여 공공주택 건설사업,대우건설,198271.65,4,2025.08.28,-
322,예비인증,한국부동산원,주거용 이외,제1종 근린생활시설,전남,전남 강진군 대구면 수동길 18,대구면 기초생활거점 조성사업 (복합문화센터),강진군청 농어촌개발과,1189.46,4,2025.08.27,-
323,예비인증,한국생산성본부인증원,주거용 이외,수련시설,전남,전남 강진군 강진읍 청렴길 1,다산청렴연수원 생활관,다산박물관,3314.79,4,2025.08.27,-
324,예비인증,한국건설생활환경시험연구원,주거용 이외,노유자시설,충남,"충청남도 금산군 금산읍 아인리 산 31-1, ",금산 통합돌봄 복지마을 조성사업,충청남도개발공사,2041.39,4,2025.08.27,-
325,예비인증,한국부동산원,주거용 이외,업무시설,충북,충북 청주시 흥덕구 사운로 216,운천신봉동 행정복지센터,청주시청,2204.78,4,2025.08.27,-
326,예비인증,한국부동산원,주거용 이외,문화 및 집회시설,광주,광주 서구 학생독립로 30,광주민주주의 역사누리터,광주광역시교육청,1822.48,2,2025.08.27,-
327,예비인증,한국환경건축연구원,주거용 이외,교육연구시설,인천,인천 미추홀구 석정로 165,그린스마트스쿨 인천소방고 임대형 민자사업(BTL),인천광역시교육청,9258.08,3,2025.08.27,-
328,예비인증,한국환경건축연구원,주거용 이외,운동시설,강원,강원특별자치도 삼척시 뒷나루길 154,삼척 반다비 체육센터,삼척시청,2406.00,4,2025.08.26,-
329,예비인증,한국교육녹색환경연구원,주거용 이외,국방·군사시설,강원,강원특별자치도 철원군 근북면 금강산로 2389,5군단 3사단 22-2대대 8소초 병영생활관,국방시설본부,1944.54,5,2025.08.26,-
330,예비인증,한국교육녹색환경연구원,주거용 이외,국방·군사시설,강원,"강원특별자치도 철원군 김화읍 읍내리 일반, 49,49-2,50번지",5군단 3사단 18-3대대 15소초 병영생활관,국방시설본부,947.76,5,2025.08.26,-
331,예비인증,한국녹색기후기술원,주거용 이외,제1종 근린생활시설,충북,"충청북도 보은군 보은읍 장신리 일반 54-3, ",보은군 보훈회관,보은군청,982.05,4,2025.08.26,-
332,예비인증,한국환경건축연구원,주거용 이외,교육연구시설,경기,"경기도 수원시  권선구 당수동  330-3, 일원",(가칭)수원제일중학교,수원교육지원청,9893.87,4,2025.08.26,-
333,예비인증,한국교육녹색환경연구원,주거용 이외,공장,대구,"대구광역시 달서구 월암동  1-215, ",대구 성서 휴폐업공장 리모델링 공사,한국산업단지공단,1691.87,5,2025.08.26,-
334,본인증,한국부동산원,주거용,"임대주택(영구, 국민, 공공)",서울,"서울특별시 송파구 풍납동  일반 227-3, 번지",서도휴빌,(주)서도건설,3815.99,4,2025.08.25,-
335,예비인증,한국환경건축연구원,주거용 이외,국방·군사시설,경북,"경상북도 포항시  남구 오천읍 용덕리, 216-1번지 외 12필지",해병1사단 간부숙소,국방시설본부,3751.00,4,2025.08.25,-
336,예비인증,한국건설생활환경시험연구원,주거용 이외,문화 및 집회시설,경기,"경기도 안산시  상록구 본오동  665-55, ",경기지방정원 방문자센터 및 정원지원센터,경기도청,3912.00,2,2025.08.25,-
337,예비인증,한국건설생활환경시험연구원,주거용 이외,제1종 근린생활시설,강원,"강원특별자치도 춘천시 퇴계동  1245, ",퇴계119안전센터,강원특별자치도청,985.56,5,2025.08.22,-
338,예비인증,한국건설생활환경시험연구원,주거용 이외,국방·군사시설,전남,"전라남도 장성군 삼서면 학성리, 232 외 417필지",육군 장성 교육시설 민간투자시설사업(공병학교),국방시설본부,7603.28,4,2025.08.22,-
339,예비인증,한국건설생활환경시험연구원,주거용 이외,국방·군사시설,전남,"전라남도 장성군 삼서면 학성리, 232 외 417필지",육군 장성 교육시설 민간투자시설사업(기계화+화생방학교),국방시설본부,10326.79,4,2025.08.22,-
340,예비인증,한국건설생활환경시험연구원,주거용 이외,교육연구시설,충남,"충청남도 아산시 초사동  일반 423, 외 12필지",경찰수사연수원 강의동 및 제3생활관동,경찰수사연수원,16090.42,4,2025.08.22,-
341,예비인증,한국건설생활환경시험연구원,주거용 이외,제1종 근린생활시설,경기,경기 광주시 광주대로 171,광주소방서 송정119 안전센터 신축공사,경기도소방재난본부,998.86,3,2025.08.22,-
342,예비인증,한국생산성본부인증원,주거용 이외,교육연구시설,울산,"울산광역시 울주군 범서읍 서사리 일반 252, 번지 일원",가칭)서사중학교,울산광역시교육청,14136.99,4,2025.08.22,-
343,예비인증,한국녹색기후기술원,주거용 이외,노유자시설,울산,"울산광역시 울주군 범서읍 굴화리 일반 752-5, ",우리동네 통합키움센터,울주군청,575.37,5,2025.08.22,-
344,예비인증,한국교육녹색환경연구원,주거용 이외,업무시설,서울,"서울특별시 중구 황학동  일반 1591, 외 10필지",황학동 1591외 10필지 업무시설,은린개발주식회사,7294.2,5,2025.08.22,-
345,예비인증,한국건설생활환경시험연구원,주거용 이외,교육연구시설,서울,"서울특별시 성북구 안암동5가  일반 126-16, 외 36필지",고려대학교 자연계 중앙광장 신축공사,고려대학교,37504.06,5,2025.08.22,-
346,예비인증,한국녹색기후기술원,주거용 이외,교육연구시설,제주,"제주특별자치도 서귀포시 표선면 표선리 일반 1410-1   , ",세종학생해양수련원 ,세종특별자치시교육청,5614.55,4,2025.08.21,-
347,예비인증,한국녹색기후기술원,주거용 이외,교육연구시설,경북,"경상북도 안동시 수상동  일반 5-1, ",경북교육역사관 건립공사,경상북도교육청,3191.46,3,2025.08.21,-
348,예비인증,한국환경건축연구원,주거용 이외,교육연구시설,충남,"충청남도 천안시  동남구 원성동  일반 460-1, ",천안중앙고등학교 1동교사 공간재구조화사업,충청남도천안교육지원청,10309.87,4,2025.08.21,-
349,예비인증,한국환경건축연구원,주거용 이외,교육연구시설,경기,"경기도 이천시 백사면 신대리 일반 20-1, ",백사중학교 증축공사,신안건설산업(주),3297.43,4,2025.08.21,-
350,예비인증,한국교육녹색환경연구원,주거용 이외,교육연구시설,경기,경기 시흥시 서울대학로 173,재외동포교육문화센터,재외동포협력센터,7063.01,4,2025.08.21,-
351,예비인증,한국생산성본부인증원,주거용 이외,교육연구시설,울산,울산 남구 중앙로166번길 51,"강남초 그린스마트스쿨 개축공사(교사동,양궁장)",울산광역시교육청,6536.85,4,2025.08.21,-
352,예비인증,한국부동산원,주거용 이외,업무시설,서울,"서울특별시 성북구 정릉동  일반 966-125, , 966-337, 465-5",정릉2동 주민센터 공용청사	,성북구청,1693.34,4,2025.08.21,-
353,예비인증,한국녹색기후기술원,주거용 이외,교육연구시설,서울,서울 관악구 낙성대로 23,서울인헌초 그린스마트 미래학교 증개축공사,서울특별시동작관악교육지원청,11709.44,4,2025.08.21,-
354,예비인증,한국건설생활환경시험연구원,주거용 이외,업무시설,서울,서울 동대문구 장한로 77,장안동 374-3 오피스텔,은린개발주식회사,32638.39,5,2025.08.21,-
355,예비인증,한국녹색기후기술원,주거용,"임대주택(영구, 국민, 공공)",전남,"전라남도 곡성군 곡성읍 읍내리 494, 외 5필지",곡성형 청년하우징타운 조성사업,전남곡성군청,3549.0200,5,2025.08.21,-
